,AÑO,SEMESTRE,VICTIMA_x,MES,POBLACION TOTAL,TASA_SEMESTRAL
313,2018,1,65,4,3044521.66666666,2.1349823426011687
314,2018,1,65,5,3044521.66666666,2.1349823426011687
315,2018,1,65,5,3044521.66666666,2.1349823426011687
316,2018,1,65,5,3044521.66666666,2.1349823426011687
317,2018,1,65,5,3044521.66666666,2.1349823426011687
318,2018,1,65,5,3044521.66666666,2.1349823426011687
319,2018,1,65,5,3044521.66666666,2.1349823426011687
320,2018,1,65,5,3044521.66666666,2.1349823426011687
321,2018,1,65,5,3044521.66666666,2.1349823426011687
322,2018,1,65,5,3044521.66666666,2.1349823426011687
323,2018,1,65,5,3044521.66666666,2.1349823426011687
324,2018,1,65,6,3044521.66666666,2.1349823426011687
325,2018,1,65,6,3044521.66666666,2.1349823426011687
326,2018,1,65,6,3044521.66666666,2.1349823426011687
327,2018,1,65,6,3044521.66666666,2.1349823426011687
328,2018,1,65,6,3044521.66666666,2.1349823426011687
329,2018,1,65,6,3044521.66666666,2.1349823426011687
330,2018,1,65,6,3044521.66666666,2.1349823426011687
331,2018,1,65,6,3044521.66666666,2.1349823426011687
332,2018,1,65,6,3044521.66666666,2.1349823426011687
333,2018,1,65,6,3044521.66666666,2.1349823426011687
334,2018,1,65,6,3044521.66666666,2.1349823426011687
335,2018,2,76,7,3044521.66666666,2.496287046733674
336,2018,2,76,7,3044521.66666666,2.496287046733674
337,2018,2,76,7,3044521.66666666,2.496287046733674
338,2018,2,76,7,3044521.66666666,2.496287046733674
339,2018,2,76,7,3044521.66666666,2.496287046733674
340,2018,2,76,7,3044521.66666666,2.496287046733674
341,2018,2,76,7,3044521.66666666,2.496287046733674
342,2018,2,76,7,3044521.66666666,2.496287046733674
343,2018,2,76,7,3044521.66666666,2.496287046733674
344,2018,2,76,7,3044521.66666666,2.496287046733674
345,2018,2,76,7,3044521.66666666,2.496287046733674
346,2018,2,76,7,3044521.66666666,2.496287046733674
347,2018,2,76,7,3044521.66666666,2.496287046733674
348,2018,2,76,8,3044521.66666666,2.496287046733674
349,2018,2,76,8,3044521.66666666,2.496287046733674
350,2018,2,76,8,3044521.66666666,2.496287046733674
351,2018,2,76,8,3044521.66666666,2.496287046733674
352,2018,2,76,8,3044521.66666666,2.496287046733674
353,2018,2,76,8,3044521.66666666,2.496287046733674
354,2018,2,76,8,3044521.66666666,2.496287046733674
355,2018,2,76,8,3044521.66666666,2.496287046733674
356,2018,2,76,8,3044521.66666666,2.496287046733674
357,2018,2,76,8,3044521.66666666,2.496287046733674
358,2018,2,76,8,3044521.66666666,2.496287046733674
359,2018,2,76,8,3044521.66666666,2.496287046733674
360,2018,2,76,8,3044521.66666666,2.496287046733674
361,2018,2,76,8,3044521.66666666,2.496287046733674
362,2018,2,76,8,3044521.66666666,2.496287046733674
363,2018,2,76,8,3044521.66666666,2.496287046733674
364,2018,2,76,9,3044521.66666666,2.496287046733674
365,2018,2,76,9,3044521.66666666,2.496287046733674
366,2018,2,76,9,3044521.66666666,2.496287046733674
367,2018,2,76,9,3044521.66666666,2.496287046733674
368,2018,2,76,9,3044521.66666666,2.496287046733674
369,2018,2,76,9,3044521.66666666,2.496287046733674
370,2018,2,76,10,3044521.66666666,2.496287046733674
371,2018,2,76,10,3044521.66666666,2.496287046733674
372,2018,2,76,10,3044521.66666666,2.496287046733674
373,2018,2,76,10,3044521.66666666,2.496287046733674
374,2018,2,76,10,3044521.66666666,2.496287046733674
375,2018,2,76,10,3044521.66666666,2.496287046733674
376,2018,2,76,10,3044521.66666666,2.496287046733674
377,2018,2,76,10,3044521.66666666,2.496287046733674
378,2018,2,76,10,3044521.66666666,2.496287046733674
379,2018,2,76,10,3044521.66666666,2.496287046733674
380,2018,2,76,10,3044521.66666666,2.496287046733674
381,2018,2,76,10,3044521.66666666,2.496287046733674
382,2018,2,76,11,3044521.66666666,2.496287046733674
383,2018,2,76,11,3044521.66666666,2.496287046733674
384,2018,2,76,11,3044521.66666666,2.496287046733674
385,2018,2,76,11,3044521.66666666,2.496287046733674
386,2018,2,76,11,3044521.66666666,2.496287046733674
387,2018,2,76,11,3044521.66666666,2.496287046733674
388,2018,2,76,11,3044521.66666666,2.496287046733674
389,2018,2,76,11,3044521.66666666,2.496287046733674
390,2018,2,76,11,3044521.66666666,2.496287046733674
391,2018,2,76,11,3044521.66666666,2.496287046733674
392,2018,2,76,11,3044521.66666666,2.496287046733674
393,2018,2,76,11,3044521.66666666,2.496287046733674
394,2018,2,76,11,3044521.66666666,2.496287046733674
395,2018,2,76,11,3044521.66666666,2.496287046733674
396,2018,2,76,11,3044521.66666666,2.496287046733674
397,2018,2,76,12,3044521.66666666,2.496287046733674
398,2018,2,76,12,3044521.66666666,2.496287046733674
399,2018,2,76,12,3044521.66666666,2.496287046733674
400,2018,2,76,12,3044521.66666666,2.496287046733674
